Driver Users User ID,Driver Users Metro ID,Latitude,Longitude,Driver Rating
34649,55,40.83896,-73.88214,5
33466,55,40.82996,-73.91279,3
36696,55,40.66012,-73.95252,3
33632,55,40.74195,-73.92394,3
34847,55,40.78736,-73.94305,3
33249,55,40.84997,-73.89833,3
34825,55,40.8265,-73.87977,3
34683,55,40.72953,-74.06881,5
35852,55,40.80322266,-73.95220184,3
42449,55,40.85307,-73.91008,3
41960,55,40.82182,-73.89611,3
36290,55,40.83698,-73.91896,3
36295,55,40.73388833,-74.07169667,3
33358,55,40.789869,-73.979473,3
33498,55,40.87506,-73.88118,4
33329,55,40.86941,-73.88885,3
33574,55,40.689468,-73.921509,3
36700,55,40.763117,-73.994445,3
33451,55,40.864292,-73.891312,3
33474,55,40.848838,-73.906947,4
33271,55,40.67615,-73.79896,3
38182,55,40.84197,-73.93645,3
33238,55,40.64234,-73.89244,3
38440,55,40.82669,-73.87795,3
33519,55,40.86159,-73.9043,3
35654,55,40.86316,-73.921,5
39802,55,40.85839,-73.88654,3
39616,55,40.79542,-73.93441,3
38180,55,40.81696,-73.95667,3
33364,55,40.74641463,-73.91325103,5
36695,55,40.66983245,-73.84790513,3
34933,55,40.61172,-74.07845,3
41493,55,40.76388,-73.91202,3
39792,55,40.82579,-73.86923,3
33633,55,40.71224,-73.81622,3
34650,55,40.689223,-73.987421,4
43321,55,40.73479,-73.97693,3
41770,55,40.85941,-73.86254,3
34601,55,40.87709,-73.87436,3
33384,55,40.68445,-73.91238,4
42265,55,40.88467,-73.97978,3
42507,55,40.68195,-73.95418,3
33484,55,40.80456,-73.95191,3
34129,55,40.67753,-73.90757,3
41967,55,40.67884,-73.87175,3
43067,55,40.79884,-73.94252,3
39791,55,40.679228,-73.9448205,3
43325,55,40.74424,-73.99905,3
41780,55,40.84291,-73.86443,3
35713,55,42.24375153,-83.60305023,3
41867,55,40.712336,-74.086386,3
41494,55,40.8441,-73.90568,5
33456,55,40.71661,-73.78556,3
36872,55,40.83328,-73.91544,3
35221,55,40.875785,-73.828912,3
40163,55,40.78997,-73.97094,4
37647,55,40.84362,-73.92355,3
34607,55,40.65393,-73.94016,3
